"﻿""NO""",Name,District,Address,Name_Per,Telephone,twd97X,twd97Y,wgs84aX,wgs84aY
5.931015196E9,同盈藥師藥局,板橋區,新北市板橋區溪北路30號1樓,徐志忠,02-86873400,293101.81,2764761.34,121.426967957964,24.9902125620239
5.931016077E9,可安藥局,板橋區,新北市板橋區南雅南路1段8-6號1樓,莊素英,02-29650131,296028.98,2766588.24,121.4560247767,25.006620031086
5.931014224E9,大峰藥局,板橋區,新北市板橋區莒光路168號1樓,陸明達,9.32123683E8,297842.13,2768424.47,121.474051355624,25.0231414162687
5.931011241E9,利安藥局,板橋區,新北市板橋區南雅東路108號,林木勳,02-29696295,295772.31,2766756.64,121.453487501807,25.0081481118264
5.931010753E9,慶安藥局,板橋區,新北市板橋區宮口街12號,林憲一,02-29685178,296169.16,2766952.65,121.457425682099,25.0099056184452
5.931010744E9,啟暉藥局,板橋區,新北市板橋區大智街3號,郭村盛,02-29669166,296034.23,2767485.31,121.456106646364,25.014718638593
5.931010888E9,俊昌藥局,板橋區,新北市板橋區三民路2段245巷12號,洪俊杰,02-29642498,298419.86,2767247.93,121.479734507919,25.0125012323835
5.931011152E9,福勝堂藥局,板橋區,新北市板橋區三民路2段153巷2弄2號,林葉月珠,02-29582146,298398.39,2767511.84,121.479531007679,25.0148844611948
5.931011107E9,安祥藥局,板橋區,新北市板橋區大明街7號,陳明鐺,02-29554501,296344.11,2766126.92,121.459131224887,25.0024455183348
5.931010593E9,福恩藥局,板橋區,新北市板橋區實踐路93巷36號,江添寬,02-29529126,296975.34,2766430.56,121.465395009772,25.0051674405502
5.931010726E9,賜您康大藥局,板橋區,新北市板橋區國泰街50號,林崇明,02-29513166,297228.91,2766598.6,121.467912885623,25.0066765714601
5.931016577E9,廣泰藥師藥局,板橋區,新北市板橋區館前西路150號1樓,鄭敦仁,02-89698381,295984.59,2766789.41,121.455591649613,25.0084375077436
5.9310167E9,葆康藥局,板橋區,新北市板橋區四川路2段245巷3號1樓,鄭凱文,02-89678373,295491.93,2765129.26,121.450656060277,24.9934643504843
5.931015972E9,德豐健保藥局,板橋區,新北市板橋區四川路2段47巷3弄1號1樓,劉書瑋,02-89675880,295856.85,2765277.25,121.454275892657,24.9947894738772
5.931016433E9,利安社區藥局,板橋區,新北市板橋區德興街37巷14號1樓,謝思齊,02-89671550,295814.41,2765169.67,121.453851940545,24.9938195087633
5.931015776E9,亞季藥局,板橋區,新北市板橋區南雅南路2段142巷11號1樓,葉良南,02-89671131,295579.86,2765540.01,121.451540713018,24.9971700116146
5.93101696E9,愛美得藥局,板橋區,新北市板橋區中山路2段34號1樓,謝致修,02-89539190,297724.4,2767541.22,121.472854318757,25.0151711346144
5.931017083E9,和安藥局,板橋區,新北市板橋區四川路1段171號1樓,劉謹豪,02-89537548,296438.37,2766275.97,121.46007008667,25.0037882828516
5.93101599E9,名安藥局,板橋區,新北市板橋區龍興街57號1樓,卓聖偉,02-82751784,294731.67,2765977.72,121.443152400594,25.0011470474312
5.931016326E9,楓康藥局,板橋區,新北市板橋區新海路119號1樓,趙子豪,02-82582246,296523.24,2768393.08,121.460982255263,25.0228991260743
5.931014046E9,欣安藥局,板橋區,新北市板橋區懷德街109號1樓,簡素娟,02-82572535,298292.33,2769345.05,121.478544369804,25.0314381570752
5.931017074E9,麥田健保藥局,板橋區,新北市板橋區雙十路2段120號2樓,陳玉琴,02-82529223,297853.78,2769050.36,121.474188591203,25.0287916433861
5.931016595E9,宥康婦幼健保藥局,板橋區,新北市板橋區仁化街30號1樓,袁胤威,02-82528162,297915.54,2769356.34,121.474811138656,25.0315520591175
5.931015552E9,快樂藥局漢生店,板橋區,新北市板橋區漢生東路19號,廖健宏,02-82522637,296925.05,2767779.95,121.464942682751,25.0173513711888
5.931015187E9,皇慶藥局,板橋區,新北市板橋區南門街81、83號1、2、3樓及館前西路112巷7號1、2樓,黃維德,02-77297988,296211,2766905,121.457838601,25.0094741889
5.931010717E9,永幸藥局,板橋區,新北市板橋區金門街121巷2號,劉永幸,02-26827012,293732,2764929.56,121.433215825305,24.9917132392547
5.93101133E9,戴安藥局,板橋區,新北市板橋區溪北路54號,蔡金利,02-26818663,293166.9,2764718.48,121.427611367002,24.9898237427986
5.93101581E9,辰陽藥局,板橋區,新北市板橋區三民路2段110號-2(1樓),曾偉宗,02-66082888,298351.01,2767707.9,121.47906842621,25.016655987904
5.931014868E9,安佑藥局,板橋區,新北市板橋區館前西路152-2號,黃國都,02-29698651,295967.66,2766794.96,121.455424081083,25.0084881382402
5.931016728E9,僑一藥局,板橋區,新北市板橋區僑中一街106號1樓,趙天麟,02-29696850,295068.77,2767160.7,121.446530482887,25.0118171145066
5.93101701E9,醫安藥局,板橋區,新北市板橋區南雅南路1段11號1樓及2樓,陳錫齡,02-29692588,296078.44,2766636.92,121.456516332384,25.0070579548839
5.931015605E9,僑中藥師藥局,板橋區,新北市板橋區僑中1街102巷5弄15號1樓,吳聰旻,02-29692547,295022.11,2767253,121.446071232861,25.0126517875689
5.931016871E9,福澤藥局,板橋區,新北市板橋區南雅南路1段85號1樓,黃泳霏,02-29690013,295990.83,2766455.96,121.455642350095,25.0054269297025
5.931017047E9,永欣藥師藥局,板橋區,新北市板橋區龍興街46號1樓,曾嘉祥,02-29687120,294742.26,2765954.44,121.443256491683,25.000936530862
5.931016826E9,合佳藥局,板橋區,新北市板橋區龍興街47號1樓,陳建華,02-29683486,294721.62,2765938.57,121.443051529122,25.0007938186657
5.931016835E9,元賀大藥局,板橋區,新北市板橋區館前西路132號1樓,江徵麟,02-29680980,296076.72,2766730.71,121.456502423971,25.0079047937766
5.931010637E9,永富藥局,板橋區,新北市板橋區中興路9號,張俊傑,02-29675598,296003.69,2766710.87,121.45577829085,25.0077278628996
5.931011447E9,日生大藥局,板橋區,新北市板橋區中正路1巷16弄16號,吳明慧,02-29675261,295929.55,2767194.24,121.455059856669,25.0120940389489
5.931014822E9,常仁藥局,板橋區,新北市板橋區中正路1巷4號,許志儒,02-29674999,295981.8,2767180.91,121.455577071402,25.0119721222949
5.931016755E9,禾田藥局,板橋區,新北市板橋區大觀路2段265巷12號1樓,王耀駿,02-29659899,294697.95,2765693.27,121.44280913541,24.998579949728
5.931015329E9,杏澤藥局,板橋區,新北市板橋區國光路55號,曾茪,02-29657959,296265.93,2767848.59,121.458414427228,25.0179913464527
5.931015454E9,府中藥局,板橋區,新北市板橋區府中路110號,王佩嘉,02-29656731,295997.05,2766922.88,121.45571952153,25.0096421261454
5.931016915E9,微笑藥局,板橋區,新北市板橋區中正路211號,林耀群,02-29655811,296035.51,2767793.69,121.456129578599,25.0175026805164
5.931017056E9,迦佰麗藥局,板橋區,新北市板橋區南雅南路2段11-24號1樓,呂美玉,02-29648498,295839.57,2766087.35,121.454131640652,25.0021036529582
5.931015749E9,品品藥局,板橋區,新北市板橋區中山路2段402號1樓,葉淑娟,02-29647917,298720.98,2768160.95,121.48275012564,25.0207343524066
5.931014751E9,活泉藥局,板橋區,新北市板橋區四川路1段156號1樓、2樓,許銘勝,02-29647761,296421.36,2766228.03,121.459899991247,25.0033559766603
5.931016933E9,晴光藥局,板橋區,新北市板橋區中山路2段225號2樓,謝淑薇,02-29646662,298131.91,2767787.75,121.476900416139,25.0173838712076
5.931015301E9,利安中西藥局,板橋區,新北市板橋區板新路143號,洪源宗,02-29644745,297453.55,2767570.2,121.470171800676,25.0154412085346
5.931017136E9,國慶藥局,板橋區,新北市板橋區國慶路268號1樓,謝忠育,02-29641680,296779.85,2765687.39,121.46343314215,24.9984640749474
5.931016264E9,躍獅國慶藥局,板橋區,新北市板橋區國慶路179號1樓,何幸芝,02-29641548,296695.85,2765454.42,121.462593131689,24.9963633617578
5.931015909E9,向康藥局,板橋區,新北市板橋區實踐路147號1樓,褚婉齡,02-29637248,296865.01,2766341.79,121.464298990427,25.0043693616662
5.931016719E9,王林藥局,板橋區,新北市板橋區忠孝路24巷15號1樓,陳國金,02-29636775,296451.33,2766005.65,121.460189358522,25.0013474123723
5.931012042E9,喬治藥局,板橋區,新北市板橋區國慶路155號1樓,江石燕,02-29630787,296594,2765432.55,121.461583485856,24.9961690319766
5.931016586E9,賜安藥局,板橋區,新北市板橋區信義路60號1樓,洪若嘉,02-29617483,296140.55,2765160.75,121.457082355837,24.9937290838302
5.931010842E9,大福藥局,板橋區,新北市板橋區三民路1段31巷15號,李榮煌,02-29610311,298440.13,2768440.05,121.479977172514,25.0232630884609
5.931015883E9,宜康藥局,板橋區,新北市板橋區龍興街33號1樓,莊珮瑩,02-29603940,294706.01,2765887.5,121.442895228777,25.0003332622958
5.93101688E9,漢民藥局,板橋區,新北市板橋區漢生東路346號1樓,楊輝彬,02-29598168,297638.83,2766673.39,121.471976584922,25.0073389352953
5.931015338E9,軒源藥局,板橋區,新北市板橋區信義路169號1樓,葉子銘,02-29583995,296327.61,2764987.52,121.458929562572,24.9921594409749
5.931015981E9,立安中西藥局,板橋區,新北市板橋區後埔街83號1樓,王巾英,02-29582241,296503.71,2766435.91,121.460722774704,25.0052302374142
5.931016273E9,湯明藥局,板橋區,新北市板橋區中山路2段319號1樓,蔡雅婷,02-29571980,298344.08,2767930.01,121.479007609801,25.0186614522074
5.931016988E9,大楓藥師藥局,板橋區,新北市板橋區懷仁街84號1樓,游凱婷,02-29560576,298177.55,2767877.43,121.47735576564,25.0181921040094
5.931016488E9,板橋大樹藥局,板橋區,新北市板橋區忠孝路28號1樓,李建興,02-29555551,296457.82,2766053.52,121.460255297529,25.0017793861278
5.931016997E9,福安藥局,板橋區,新北市板橋區國泰街76巷24、26號1樓,蔡東宏,02-29540875,297156.8,2766639.86,121.467199854381,25.0070513102415
5.931015767E9,信安藥師藥局,板橋區,新北市板橋區重慶路308-1號1樓,劉訓奇,02-29540315,296822.86,2765646.29,121.463857801666,24.9980916448791
5.931015829E9,德一藥局,板橋區,新北市板橋區中山路2段238號1樓,蔡淑崢,02-29535717,298290.95,2767864.53,121.478478838597,25.0180719956293
5.931016808E9,正安健保藥局,板橋區,新北市板橋區民族路224號1樓,楊銘銓,02-29526813,297305.64,2766671.29,121.468675540338,25.0073304673288
5.931015703E9,信美藥局,板橋區,新北市板橋區新民街7巷18號1樓,陳秋雅,02-29526100,296811.82,2767020.13,121.463795031274,25.0104951273314
5.931016219E9,樺新健保藥局,板橋區,新北市板橋區華興街52號1樓,高挺凱,02-29525130,296231.36,2766388.67,121.458023083628,25.0048121178834
5.93101125E9,錦龍藥局,板橋區,新北市板橋區長安街138巷1弄114號,陳錦煌,02-29522290,297868.41,2767002.5,121.474262459168,25.0103029335447
5.931016791E9,廣和藥師藥局,板橋區,新北市板橋區中山路2段150號1樓、2樓、3樓,江柏俞,02-29522070,298112.49,2767742.22,121.476706438912,25.0169734871809
5.931016611E9,民川藥局,板橋區,新北市板橋區四川路1段97號1樓,徐振凱,02-29520090,296409.9,2766459.28,121.459794204513,25.0054440941216
5.931016335E9,康匯藥局,板橋區,新北市板橋區實踐路201號1樓,謝青珊,02-29512610,296891.73,2766189.39,121.464558558153,25.0029926547268
5.931016479E9,順儷新板藥局,板橋區,新北市板橋區漢生東路187號1樓,洪順泰,02-29512590,297416.39,2767167.92,121.469789776389,25.0118106153046
5.931011223E9,民侑藥局,板橋區,新北市板橋區大觀路2段37巷310號,劉梅真,02-22755938,295420.96,2766098.18,121.44998493632,25.0022139982576
5.931016657E9,溪崑藥局,板橋區,新北市板橋區溪崑二街97號2樓,馮智滿,02-26872464,293104.34,2764644.23,121.426989319806,24.9891551989602
5.931017145E9,振昌藥局,板橋區,新北市板橋區溪崑二街14號1樓,吳雅雯,02-26862119,293288.35,2764932.63,121.428821106298,24.9917536787194
5.931014439E9,旭全藥局,板橋區,新北市板橋區金門街331號,丁俊智,02-26860526,293352.03,2764275.27,121.429431312359,24.9858171238791
5.931011009E9,祥聖藥局,板橋區,新北市板橋區溪崑2街112巷35弄1號,郭榮木,02-26835677,292935.8,2764650.05,121.425319991412,24.9892125319694
5.931016817E9,浮洲藥局,板橋區,新北市板橋區大觀路3段219巷8號1樓,張嫈嫆,02-26758610,293567.09,2765036.21,121.431585545343,24.992680868708
5.931015874E9,家碩藥局,板橋區,新北市板橋區金門街300號,陳冠宇,02-26755715,293297.65,2764227.51,121.428891202173,24.9853874822233
5.931010342E9,宏達大藥局,板橋區,新北市板橋區莒光路17號,李定,02-22528993,297430.29,2768604.55,121.469976892418,25.0247801427384
5.931015687E9,正康健保藥局,板橋區,新北市板橋區大觀路2段65號1樓,鄭錦霖,02-22756681,295086.59,2766124.91,121.446673255141,25.0024653321674
5.931014993E9,景好藥師藥局,板橋區,新北市板橋區國光路182號1樓,許淑清,02-22724728,296513.58,2767886.56,121.460869425115,25.0183265368771
5.931011938E9,正吉藥局,板橋區,新北市板橋區莊敬路241號1樓,郭祈明,02-22595183,297738.21,2768246.51,121.473015515995,25.021538095693
5.931015721E9,新進發大藥局,板橋區,新北市板橋區大同街24號1樓,張羿鑫,02-22593926,298218.38,2768861.3,121.477794667923,25.0270731835417
5.931016371E9,廣信健保藥局,板橋區,新北市板橋區四維路304號1樓,曾志崴,02-22592918,296690.89,2769141.83,121.462668770395,25.0296536777726
5.931016317E9,正陽藥局,板橋區,新北市板橋區雙十路2段116號1樓,李曉玲,02-22592667,297860.4,2769044.81,121.474253941458,25.0287412726931
5.931016362E9,濟安堂藥局,板橋區,新北市板橋區民治街117號1樓,王南淵,02-22587973,298273.61,2769302.51,121.478357366329,25.0310546902027
5.931016675E9,上嘉藥局,板橋區,新北市板橋區四維路296號1樓,何慧民,02-22582278,296706.5,2769109.28,121.462822350688,25.0293593900099
5.931015285E9,廣安健保藥師藥局,板橋區,新北市板橋區四維路355號1樓,蔡盈豪,02-22580963,296642.58,2769189.79,121.462191695117,25.0300882327956
5.931016111E9,京躍藥局,板橋區,新北市板橋區新海路86號1樓,李璟旻,02-22580669,296599.98,2768299.51,121.461739426313,25.0220520297436
5.931016139E9,莊敬健康人生藥局,板橋區,新北市板橋區莊敬路87號1樓,陳怡卉,02-22570028,297717.57,2768790.61,121.472829824781,25.0264508873454
5.931017109E9,躍獅莒光藥局,板橋區,新北市板橋區莒光路58號1樓,黃盛群,02-22556743,297523.69,2768541.58,121.470900160042,25.0242087089207
5.931016568E9,廣欣藥師藥局,板橋區,新北市板橋區雙十路3段52號1樓,林澤良,02-22540613,297529.35,2769341.15,121.470983864846,25.0314271326656
5.931014831E9,詠濟藥局,板橋區,新北市板橋區幸福路23號,楊聰義,02-22536951,296610.02,2768097.28,121.461832146614,25.0202259176705
5.931015641E9,廣明藥局,板橋區,新北市板橋區莒光路93號1樓,鄭信福,02-22536325,297666.1,2768527.88,121.472310833966,25.0240805578381
5.931016924E9,裕苠藥局,板橋區,新北市板橋區裕民街6號,李致遠,02-22535227,296661.02,2769093.03,121.462371073242,25.0292140481521
5.931016497E9,金弘藥局,板橋區,新北市板橋區莒光路29號1樓,陳錦華,02-22531918,297457.01,2768589.73,121.470241168372,25.0246455386002
5.931016237E9,幸福健保藥局,板橋區,新北市板橋區四維路106號1樓,陳永昇,02-22530009,296996.03,2768580.09,121.465673193048,25.0245728995166
5.931016737E9,必生好藥局,板橋區,新北市板橋區松柏街67號1樓,張光毅,02-22511057,298067.15,2769257.39,121.476309968487,25.030653886947
5.931016308E9,嘉恩健保藥局,板橋區,新北市板橋區陽明街40號2樓,蘇俊穎,02-22509566,297019.23,2768292.11,121.465893292417,25.0219722274096
5.931016639E9,佳聯藥局,板橋區,新北市板橋區陽明街297號1樓,周凡懿,02-22506255,296597.73,2768801.18,121.461734094416,25.0265812141694
5.931016004E9,晴天藥局,板橋區,新北市板橋區文化路1段116號2樓,宋浩辰,02-22506165,296604.68,2767513.23,121.461759496022,25.0149533055527
5.93101646E9,力安藥局,板橋區,新北市板橋區莒光路196巷8號1樓,林郁翔,02-22503349,297813.82,2768358.72,121.473768563475,25.0225487246778
5.93101654E9,新海藥局,板橋區,新北市板橋區新海路122號1、2樓,洪紹智,02-22500190,296544.68,2768395.29,121.461194747947,25.0229184282857
5.931017001E9,聯康藥局,板橋區,新北市板橋區南雅南路2段136號1樓,蘇詩茜,02-89674888,295608.44,2765472.01,121.451821542995,24.9965552591414
5.931016899E9,晨晰藥局,板橋區,新北市板橋區漢生東路344號1樓,江素禎,02-89536273,297636.45,2766678.68,121.47195317563,25.0073867830739
5.931016531E9,利安藥師藥局,板橋區,新北市板橋區南雅西路2段117號及119號1樓,張秉貹,02-29666951,295665.29,2767055.25,121.452437092621,25.0108471733472
5.931017118E9,台安藥局,板橋區,新北市板橋區中正路204號1樓、2樓、3樓,黃孟勳,02-29663600,296035.39,2767853.45,121.456130409054,25.0180422532318
5.931017029E9,明豐專業藥局,板橋區,新北市板橋區貴興路74號1樓,李佳哲,02-29647542,296083.89,2766189.29,121.456555458267,25.0030165898439
5.931016559E9,埔全藥局,板橋區,新北市板橋區忠孝路33號1樓,林鈺儒,02-29567309,296514.56,2766085.04,121.460818466147,25.0020622328396
5.931017065E9,杏文藥局,板橋區,新北市板橋區實踐路185號1樓,李婉萱,02-29565078,296884.32,2766226.69,121.46448643209,25.0033296882141
5.931016979E9,麗森藥師藥局連鎖麗寶藥局,板橋區,新北市板橋區三民路2段133號1樓,葛亞屏,02-29557141,298376.37,2767563.74,121.47931463283,25.0153537013662
5.931016746E9,大川藥局,板橋區,新北市板橋區中山路2段86號1樓,翁文哲,02-29555011,297948.84,2767658.48,121.475082153951,25.0162226622223
5.931016782E9,光澤醫美藥局,板橋區,新北市板橋區四川路1段21號1樓,徐博倫,02-29551215,296383.33,2766618.9,121.459536332297,25.0068859928861
5.931016942E9,金瑞藥局,板橋區,新北市板橋區和平路161巷24號1樓,陳文魁,02-29533188,296781.95,2765493.58,121.463447398628,24.9967142590195
5.931017092E9,康橋藥局,板橋區,新北市板橋區文化路1段273號,許金隆,02-22532560,296898.42,2767911.01,121.464683291988,25.018535385902
5.931016862E9,樂多藥局,板橋區,新北市板橋區四維路108號1樓,李蕓倩,02-22523530,296992.06,2768588.3,121.465634148496,25.0246470716929
5.93101442E9,萬泰藥局,板橋區,新北市板橋區信義路221-1號,馬于君,9.53776673E8,296401.56,2764913.3,121.45965962481,24.9914871584674
5.931012257E9,大昌藥局,板橋區,新北市板橋區北門街28號,謝政道,02-89682579,296158.52,2767063.82,121.457324027383,25.0109096213764
5.931014206E9,翰生藥局,板橋區,新北市板橋區漢生西路77號1樓,邱垂珍,02-82513666,296707.26,2767957.97,121.462790847023,25.0189652837765
5.931014199E9,廷好藥局,板橋區,新北市板橋區龍興街25號1樓,蘇美如,02-29691768,294696.75,2765856.81,121.442802495545,25.0000564473057
5.931010977E9,穎川藥局,板橋區,新北市板橋區民權路202巷4弄1號,陳文深,02-29660617,296390.32,2767431.58,121.459632853032,25.0142227319729
5.931012131E9,中山大藥局,板橋區,新北市板橋區中山路1段107號,賴榮茂,02-29575029,296611.4,2766992.74,121.461808445892,25.0102540791436
5.931013692E9,合泰藥局,板橋區,新北市板橋區忠孝路19號1樓,陳玉林,02-29572437,296470.57,2766078.32,121.460382432333,25.0020028701979
5.931010397E9,正成藥師藥局,板橋區,新北市板橋區三民路2段154巷7號,張岡鴻,02-29512760,298319.29,2767541.09,121.478748388135,25.0151510431507
5.931011161E9,全國藥局,板橋區,新北市板橋區四川路1段231號,陳俗伶,02-29511212,296437.38,2766184.9,121.460057204024,25.0029661470796
5.931012239E9,信昌藥局,板橋區,新北市板橋區三民路2段202-9號,林慶源,02-29510784,298364.79,2767380.34,121.479193477819,25.0136983623754
5.93101206E9,溪北藥局,板橋區,新北市板橋區溪北路78號1樓,謝淑玲,02-26866528,293218.5,2764685.67,121.428121416145,24.9895260743965
5.931013736E9,杏華藥局,板橋區,新北市板橋區溪北路170號1樓,王純子,02-26757024,293500.33,2764508.76,121.430907632886,24.987920904866
5.931014028E9,康德藥局,板橋區,新北市板橋區溪北路28號,許兆麟,02-26755151,293098.11,2764763.19,121.426931324578,24.9902293892239
5.931014055E9,重成藥局,板橋區,新北市板橋區民族路267號,吳立真,02-22958969,297505.35,2766627.48,121.470652578224,25.0069286898115
5.93101214E9,南雅藥局,板橋區,新北市板橋區南雅南路1段5巷22號,許建國,02-22725358,296060.68,2766444.17,121.4563339505,25.0053183129188
5.931013478E9,富盛藥局,板橋區,新北市板橋區四維路291巷4弄24號1樓,王芬蘭,02-22596016,296643.03,2769046.2,121.462191211581,25.0287918108086
5.93101379E9,力康藥局,板橋區,新北市板橋區陽明街108號,彭淑貞,02-22589353,296832.11,2768445.7,121.464044398231,25.0233646530644
5.931013781E9,佳和藥局,板橋區,新北市板橋區文化路1段387巷5號1樓,黃仁芬,02-22582034,297098.28,2768288.27,121.46667635713,25.021935137702
5.931012051E9,全曜藥局,板橋區,新北市板橋區民權路260巷62號,魏永和,02-22575417,296456.86,2767511.88,121.460294840686,25.0149456549927
5.931011554E9,振民藥局,板橋區,新北市板橋區四維路269巷92號,顏義芳,02-22572955,296384.05,2768809.36,121.459617128483,25.0266616379421
5.931013629E9,安聯藥局,板橋區,新北市板橋區宏國路113號1樓,許瑞華,02-22569079,297471.42,2769411.89,121.470412193461,25.0320675491643
5.931013825E9,晨恩藥局,板橋區,新北市板橋區文化路1段216號1樓,周朱萬,02-22567200,297088.23,2768103.68,121.466570523792,25.0202689656985
5.931010459E9,欣民藥局,板橋區,新北市板橋區雙十路3段39號,邵世國,02-22545938,297487.95,2769368.76,121.470574570404,25.0316776764206
5.931011045E9,進發大藥局,板橋區,新北市板橋區民治街101號,吳金聰,02-22528361,298341.07,2769351.96,121.479027632824,25.0314989991724
5.931010646E9,人民藥局,板橋區,新北市板橋區仁愛路59號,林碧華,02-89533956,296477.96,2765818.28,121.46044694375,24.9996549936638
5.931014635E9,健全藥局,板橋區,新北市板橋區實踐路125號1樓,楊子芳,02-89533330,296854.96,2766398.14,121.464201297494,25.0048784617023
5.931011054E9,國光藥師藥局,板橋區,新北市板橋區國光路172號1樓,陳有仁,02-29698217,296475.48,2767877.57,121.460491626375,25.0182464918283
5.931014537E9,友虹藥師藥局,板橋區,新北市板橋區國光路16號,洪秋楓,02-29691181,296123.85,2767781.26,121.45700443575,25.0173877621481
5.931013843E9,快安藥局,板橋區,新北市板橋區漢生西路31號1樓,廖雪貞,02-29685792,296744.45,2767883.72,121.463156812982,25.018293742134
5.931011947E9,長弘藥局,板橋區,新北市板橋區龍泉街110號,辜麗蘭,02-29674640,296102.63,2768573.66,121.456820754034,25.0245422733021
5.931010708E9,一誠藥局,板橋區,新北市板橋區府中路62號,陳學宏,02-29673956,296111.85,2766923.81,121.45685698799,25.0096470442312
5.931010477E9,華傳綜合大藥局,板橋區,新北市板橋區大智街40號,洪裕貴,02-29670029,295924.83,2767532.64,121.455024296347,25.0151493007949
5.931010226E9,柏元藥局,板橋區,新北市板橋區新生街25號,葉全世,02-29665768,296042.86,2768211.56,121.456216343841,25.0212750174118
5.931010011E9,埔墘藥局,板橋區,新北市板橋區中山路2段227號,廖江龍,02-29646705,298138.26,2767790.66,121.476963431012,25.0174099446331
5.931011438E9,萬壽藥局,板橋區,新北市板橋區四川路1段251號,徐才峰,02-29617476,296418.19,2766140.29,121.459865590443,25.0025640010086
5.931014528E9,文德藥局,板橋區,新北市板橋區國光路43號B1,吳金珠,02-29603312,296193.7,2767830.6,121.457698158086,25.0178311226888
5.931010066E9,翰林藥局,板橋區,新北市板橋區中正路240號,黃淑鈴,02-29602748,295987.23,2767966.17,121.45565705383,25.0190612928673
5.931010217E9,皇安藥局,板橋區,新北市板橋區中山路2段241號,黃水濱,02-29590929,298166.57,2767808.64,121.477244574926,25.017571402199
5.931011545E9,眾安大藥局,板橋區,新北市板橋區長安街331巷78號,林蓮花,02-29550742,297682.42,2767305.76,121.472430235475,25.0130466914306
5.931014699E9,惠林藥局,板橋區,新北市板橋區篤行路3段90號,藍冑德,02-26878651,293030.83,2764173.4,121.426246467256,24.9849066217514
5.931011474E9,新欣藥局,板橋區,新北市板橋區金門街128號,劉劍岳,02-26828061,293687.08,2764869.39,121.432768877708,24.9911713430617
5.931011778E9,仁耀藥局,板橋區,新北市板橋區板橋大觀路2段19巷93號1樓,李玉珓,02-22755417,296334.8,2766920.84,121.459065708,25.0096133855
5.931011456E9,旭成藥局,板橋區,新北市板橋區大觀路2段37巷36號,丁雍唐,02-22755327,295273.1,2766146.82,121.448521713844,25.0026575599137
5.931013852E9,瑞明藥局,板橋區,新北市板橋區文化路1段17號,顏義興,02-22728467,296205.26,2766989.37,121.45778454673,25.0102360417824
5.931010299E9,宏吉藥局,板橋區,新北市板橋區自由路54號,楊忠義,02-22570407,297008.72,2768469.91,121.465795142961,25.0235777432596
5.931010235E9,友祥藥局,板橋區,新北市板橋區裕民街107號,黃瓊純,02-22566497,296408.26,2768928.29,121.459861013463,25.0277346020088
5.931010324E9,立昇藥局,板橋區,新北市板橋區新海路72巷8號,葉坤明,02-22564539,296662.68,2768290.52,121.462360436336,25.0219688831854
5.931010306E9,義友藥局,板橋區,新北市板橋區陽明街8號,沈文榮,02-22563455,297104.89,2768266.05,121.466741135874,25.0217342843341
5.931011278E9,新埔藥局,板橋區,新北市板橋區自由路2號,蘇國欽,02-22558878,296974.19,2768318.96,121.465447884068,25.0222160776776
5.931013889E9,宏周藥局,板橋區,新北市板橋區文化路2段5號,趙明德,02-22551438,297278.02,2768546.64,121.468466157527,25.0242621150764
5.931010315E9,優良藥局,板橋區,新北市板橋區莊敬路93號,陳國政,02-22550251,297702.75,2768771.83,121.472682362484,25.0262817597894
5.931014555E9,廣益藥局,板橋區,新北市板橋區自由路21號,黃神綜,02-22547485,296973.66,2768401.51,121.465445451108,25.0229613592174
5.931011376E9,杏泰藥局,板橋區,新北市板橋區雙十路2段4-7號,鄭盛宗,02-22511834,298163.87,2768689.58,121.477248602368,25.0255246702097
5.931015061E9,雙十健保藥局,板橋區,新北市板橋區雙十路2段138號2樓,徐武秋,02-82537713,297814.1,2769079.73,121.473796353949,25.0290580400774
5.93101638E9,樂心藥局,板橋區,新北市板橋區中山路2段160號1樓,黃保羅,02-29636339,298129.29,2767751.35,121.476873219775,25.0170553623187
5.931016504E9,仁泰藥局,板橋區,新北市板橋區四川路2段33號1樓,黃昭屏,02-89672133,295863.02,2765341.07,121.454339105301,24.9953654943013
5.931013343E9,晉麟藥局,板橋區,新北市板橋區懷德街78巷4號,游秀庭,02-22509069,298242.12,2769366.8,121.478047625924,25.0316361421125
5.931013361E9,長欣藥師藥局,板橋區,新北市板橋區中山路2段505巷36號,陳慈鶴,02-29585308,298654.57,2768351.45,121.482098836476,25.0224563301177
5.931013389E9,谷全藥局,板橋區,新北市板橋區裕民街49號,洪茂雄,02-22561856,296557.83,2769014.45,121.461345945188,25.0285077909435
5.931013441E9,擎天藥局,板橋區,新北市板橋區重慶路235號1樓,許貴玲,02-89525981,296751.47,2765956.77,121.463161120463,25.0008969301623
